===============================================================================
Id,000001.XSHE,len,datetime,open,high,low,close,volume,openinterest,000001.XSHE,len,datetime,open,high,low,close,volume,openinterest,RSIMACDMultiTF,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,000001.XSHE,000001.XSHE
461,000001.XSHE,461,2019-11-25 23:59:59.999989,1856.87,1880.61,1845.0,1875.87,659721.0,0.0,000001.XSHE,461,2019-11-25 23:59:59.999989,1856.87,1880.61,1845.0,1875.87,659721.0,0.0,RSIMACDMultiTF,461,737388.9999999999,Broker,461,1124906.6,1124906.6,BuySell,461,,,BuySell,461,,,DataTrades,461,,
462,000001.XSHE,462,2019-11-26 23:59:59.999989,1886.55,1886.55,1839.06,1854.49,686707.0,0.0,000001.XSHE,462,2019-11-26 23:59:59.999989,1886.55,1886.55,1839.06,1854.49,686707.0,0.0,RSIMACDMultiTF,462,737389.9999999999,Broker,462,1124906.6,1124906.6,BuySell,462,,,BuySell,462,,,DataTrades,462,,
463,000001.XSHE,463,2019-11-27 23:59:59.999989,1856.87,1856.87,1827.19,1836.69,401067.0,0.0,000001.XSHE,463,2019-11-27 23:59:59.999989,1856.87,1856.87,1827.19,1836.69,401067.0,0.0,RSIMACDMultiTF,463,737390.9999999999,Broker,463,1124906.6,1124906.6,BuySell,463,,,BuySell,463,,,DataTrades,463,,
464,000001.XSHE,464,2019-11-28 23:59:59.999989,1836.69,1845.0,1833.12,1839.06,318395.0,0.0,000001.XSHE,464,2019-11-28 23:59:59.999989,1836.69,1845.0,1833.12,1839.06,318395.0,0.0,RSIMACDMultiTF,464,737391.9999999999,Broker,464,1124906.6,1124906.6,BuySell,464,,,BuySell,464,,,DataTrades,464,,
465,000001.XSHE,465,2019-11-29 23:59:59.999989,1845.0,1846.18,1802.26,1815.32,550738.0,0.0,000001.XSHE,465,2019-11-29 23:59:59.999989,1845.0,1846.18,1802.26,1815.32,550738.0,0.0,RSIMACDMultiTF,465,737392.9999999999,Broker,465,1124906.6,1124906.6,BuySell,465,,,BuySell,465,,,DataTrades,465,,
466,000001.XSHE,466,2019-12-02 23:59:59.999989,1822.44,1831.94,1808.19,1823.63,466519.0,0.0,000001.XSHE,466,2019-12-02 23:59:59.999989,1822.44,1831.94,1808.19,1823.63,466519.0,0.0,RSIMACDMultiTF,466,737395.9999999999,Broker,466,1124906.6,1124906.6,BuySell,466,,,BuySell,466,,,DataTrades,466,,
467,000001.XSHE,467,2019-12-03 23:59:59.999989,1816.5,1835.5,1805.82,1834.31,383589.0,0.0,000001.XSHE,467,2019-12-03 23:59:59.999989,1816.5,1835.5,1805.82,1834.31,383589.0,0.0,RSIMACDMultiTF,467,737396.9999999999,Broker,467,1124906.6,1124906.6,BuySell,467,,,BuySell,467,,,DataTrades,467,,
468,000001.XSHE,468,2019-12-04 23:59:59.999989,1821.25,1829.56,1805.82,1817.69,441813.0,0.0,000001.XSHE,468,2019-12-04 23:59:59.999989,1821.25,1829.56,1805.82,1817.69,441813.0,0.0,RSIMACDMultiTF,468,737397.9999999999,Broker,468,1124906.6,1124906.6,BuySell,468,,,BuySell,468,,,DataTrades,468,,
469,000001.XSHE,469,2019-12-05 23:59:59.999989,1822.44,1837.87,1816.5,1831.94,469220.0,0.0,000001.XSHE,469,2019-12-05 23:59:59.999989,1822.44,1837.87,1816.5,1831.94,469220.0,0.0,RSIMACDMultiTF,469,737398.9999999999,Broker,469,1124906.6,1124906.6,BuySell,469,,,BuySell,469,,,DataTrades,469,,
470,000001.XSHE,470,2019-12-06 23:59:59.999989,1836.69,1866.37,1835.5,1852.12,600220.0,0.0,000001.XSHE,470,2019-12-06 23:59:59.999989,1836.69,1866.37,1835.5,1852.12,600220.0,0.0,RSIMACDMultiTF,470,737399.9999999999,Broker,470,1124906.6,1124906.6,BuySell,470,,,BuySell,470,,,DataTrades,470,,
471,000001.XSHE,471,2019-12-09 23:59:59.999989,1854.49,1854.49,1822.44,1829.56,510414.0,0.0,000001.XSHE,471,2019-12-09 23:59:59.999989,1854.49,1854.49,1822.44,1829.56,510414.0,0.0,RSIMACDMultiTF,471,737402.9999999999,Broker,471,1124906.6,1124906.6,BuySell,471,,,BuySell,471,,,DataTrades,471,,
472,000001.XSHE,472,2019-12-10 23:59:59.999989,1823.63,1826.0,1810.57,1820.06,468630.0,0.0,000001.XSHE,472,2019-12-10 23:59:59.999989,1823.63,1826.0,1810.57,1820.06,468630.0,0.0,RSIMACDMultiTF,472,737403.9999999999,Broker,472,1124906.6,1124906.6,BuySell,472,,,BuySell,472,,,DataTrades,472,,
473,000001.XSHE,473,2019-12-11 23:59:59.999989,1826.0,1861.62,1816.5,1859.24,734050.0,0.0,000001.XSHE,473,2019-12-11 23:59:59.999989,1826.0,1861.62,1816.5,1859.24,734050.0,0.0,RSIMACDMultiTF,473,737404.9999999999,Broker,473,1124906.6,1124906.6,BuySell,473,,,BuySell,473,,,DataTrades,473,,
474,000001.XSHE,474,2019-12-12 23:59:59.999989,1859.24,1860.43,1843.81,1852.12,403450.0,0.0,000001.XSHE,474,2019-12-12 23:59:59.999989,1859.24,1860.43,1843.81,1852.12,403450.0,0.0,RSIMACDMultiTF,474,737405.9999999999,Broker,474,9362.600000000093,1120634.6,BuySell,474,1816.15285,,BuySell,474,,,DataTrades,474,,
475,000001.XSHE,475,2019-12-13 23:59:59.999989,1881.8,1913.86,1872.3,1913.86,887006.0,0.0,000001.XSHE,475,2019-12-13 23:59:59.999989,1881.8,1913.86,1872.3,1913.86,887006.0,0.0,RSIMACDMultiTF,475,737406.9999999999,Broker,475,9362.600000000093,1157678.6,BuySell,475,,,BuySell,475,,,DataTrades,475,,
476,000001.XSHE,476,2019-12-16 23:59:59.999989,1913.86,1916.23,1884.18,1915.04,663675.0,0.0,000001.XSHE,476,2019-12-16 23:59:59.999989,1913.86,1916.23,1884.18,1915.04,663675.0,0.0,RSIMACDMultiTF,476,737409.9999999999,Broker,476,9362.600000000093,1158386.6,BuySell,476,,,BuySell,476,,,DataTrades,476,,
477,000001.XSHE,477,2019-12-17 23:59:59.999989,1899.61,1974.41,1897.24,1958.97,1013349.0,0.0,000001.XSHE,477,2019-12-17 23:59:59.999989,1899.61,1974.41,1897.24,1958.97,1013349.0,0.0,RSIMACDMultiTF,477,737410.9999999999,Broker,477,9362.600000000093,1184744.6,BuySell,477,,,BuySell,477,,,DataTrades,477,,
478,000001.XSHE,478,2019-12-18 23:59:59.999989,1950.66,1977.97,1948.29,1954.22,671372.0,0.0,000001.XSHE,478,2019-12-18 23:59:59.999989,1950.66,1977.97,1948.29,1954.22,671372.0,0.0,RSIMACDMultiTF,478,737411.9999999999,Broker,478,9362.600000000093,1181894.6,BuySell,478,,,BuySell,478,,,DataTrades,478,,
479,000001.XSHE,479,2019-12-19 23:59:59.999989,1964.91,1987.47,1951.85,1964.91,568990.0,0.0,000001.XSHE,479,2019-12-19 23:59:59.999989,1964.91,1987.47,1951.85,1964.91,568990.0,0.0,RSIMACDMultiTF,479,737412.9999999999,Broker,479,9362.600000000093,1188308.6,BuySell,479,,,BuySell,479,,,DataTrades,479,,
480,000001.XSHE,480,2019-12-20 23:59:59.999989,1964.91,1980.34,1951.85,1969.66,542830.0,0.0,000001.XSHE,480,2019-12-20 23:59:59.999989,1964.91,1980.34,1951.85,1969.66,542830.0,0.0,RSIMACDMultiTF,480,737413.9999999999,Broker,480,9362.600000000093,1191158.6,BuySell,480,,,BuySell,480,,,DataTrades,480,,
481,000001.XSHE,481,2019-12-23 23:59:59.999989,1980.34,1980.34,1919.79,1928.1,602896.0,0.0,000001.XSHE,481,2019-12-23 23:59:59.999989,1980.34,1980.34,1919.79,1928.1,602896.0,0.0,RSIMACDMultiTF,481,737416.9999999999,Broker,481,9362.600000000093,1166222.6,BuySell,481,,,BuySell,481,,,DataTrades,481,,
482,000001.XSHE,482,2019-12-24 23:59:59.999989,1926.92,1958.97,1926.92,1947.1,386714.0,0.0,000001.XSHE,482,2019-12-24 23:59:59.999989,1926.92,1958.97,1926.92,1947.1,386714.0,0.0,RSIMACDMultiTF,482,737417.9999999999,Broker,482,9362.600000000093,1177622.6,BuySell,482,,,BuySell,482,,,DataTrades,482,,
483,000001.XSHE,483,2019-12-25 23:59:59.999989,1953.04,1966.1,1928.1,1935.23,349476.0,0.0,000001.XSHE,483,2019-12-25 23:59:59.999989,1953.04,1966.1,1928.1,1935.23,349476.0,0.0,RSIMACDMultiTF,483,737418.9999999999,Broker,483,9362.600000000093,1170500.6,BuySell,483,,,BuySell,483,,,DataTrades,483,,
484,000001.XSHE,484,2019-12-26 23:59:59.999989,1939.98,1956.6,1937.6,1955.41,313356.0,0.0,000001.XSHE,484,2019-12-26 23:59:59.999989,1939.98,1956.6,1937.6,1955.41,313356.0,0.0,RSIMACDMultiTF,484,737419.9999999999,Broker,484,9362.600000000093,1182608.6,BuySell,484,,,BuySell,484,,,DataTrades,484,,
485,000001.XSHE,485,2019-12-27 23:59:59.999989,1962.53,2010.03,1950.66,1974.41,878138.0,0.0,000001.XSHE,485,2019-12-27 23:59:59.999989,1962.53,2010.03,1950.66,1974.41,878138.0,0.0,RSIMACDMultiTF,485,737420.9999999999,Broker,485,9362.600000000093,1194008.6,BuySell,485,,,BuySell,485,,,DataTrades,485,,
486,000001.XSHE,486,2019-12-30 23:59:59.999989,1954.22,1974.41,1911.48,1967.28,822881.0,0.0,000001.XSHE,486,2019-12-30 23:59:59.999989,1954.22,1974.41,1911.48,1967.28,822881.0,0.0,RSIMACDMultiTF,486,737423.9999999999,Broker,486,9362.600000000093,1189730.6,BuySell,486,,,BuySell,486,,,DataTrades,486,,
487,000001.XSHE,487,2019-12-31 23:59:59.999989,1967.28,1974.41,1936.42,1953.04,593336.0,0.0,000001.XSHE,487,2019-12-31 23:59:59.999989,1967.28,1974.41,1936.42,1953.04,593336.0,0.0,RSIMACDMultiTF,487,737424.9999999999,Broker,487,9362.600000000093,1181186.6,BuySell,487,,,BuySell,487,,,DataTrades,487,,
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: 000001.XSHE
      - Timeframe: Days
      - Compression: 1
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data1:
      - Name: 000001.XSHE
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - RSIMACDMultiTF:
      *************************************************************************
      - Params:
        - trailamount: 0.0
        - trailpercent: 0.05
      *************************************************************************
      - Indicators:
        .......................................................................
        - MACD:
          - Lines: macd, signal
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period_me1: 12
            - period_me2: 26
            - period_signal: 9
            - movav: ExponentialMovingAverage
        .......................................................................
        - CrossUp:
          - Lines: cross
          - Params: None
        .......................................................................
        - RSI_Safe:
          - Lines: rsi
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 14
            - movav: SmoothedMovingAverage
            - upperband: 70.0
            - lowerband: 30.0
            - safediv: True
            - safehigh: 100.0
            - safelow: 50.0
            - lookback: 1
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.015
        .......................................................................
        - DataTrades:
          - Lines: 000001.XSHE, 000001.XSHE
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - usenames: True
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 1000000.0
          - End: 1181186.6
        .......................................................................
        - _TotalValue:
          - Params: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - 2018-01-02 23:59:59.999989: 1000000.0
            - 2018-01-03 23:59:59.999989: 1000000.0
            - 2018-01-04 23:59:59.999989: 1000000.0
            - 2018-01-05 23:59:59.999989: 1000000.0
            - 2018-01-08 23:59:59.999989: 1000000.0
            - 2018-01-09 23:59:59.999989: 1000000.0
            - 2018-01-10 23:59:59.999989: 1000000.0
            - 2018-01-11 23:59:59.999989: 1000000.0
            - 2018-01-12 23:59:59.999989: 1000000.0
            - 2018-01-15 23:59:59.999989: 1000000.0
            - 2018-01-16 23:59:59.999989: 1000000.0
            - 2018-01-17 23:59:59.999989: 1000000.0
            - 2018-01-18 23:59:59.999989: 1000000.0
            - 2018-01-19 23:59:59.999989: 1000000.0
            - 2018-01-22 23:59:59.999989: 1000000.0
            - 2018-01-23 23:59:59.999989: 1000000.0
            - 2018-01-24 23:59:59.999989: 1000000.0
            - 2018-01-25 23:59:59.999989: 1000000.0
            - 2018-01-26 23:59:59.999989: 1000000.0
            - 2018-01-29 23:59:59.999989: 1000000.0
            - 2018-01-30 23:59:59.999989: 1000000.0
            - 2018-01-31 23:59:59.999989: 1000000.0
            - 2018-02-01 23:59:59.999989: 1000000.0
            - 2018-02-02 23:59:59.999989: 1000000.0
            - 2018-02-05 23:59:59.999989: 1000000.0
            - 2018-02-06 23:59:59.999989: 1000000.0
            - 2018-02-07 23:59:59.999989: 1000000.0
            - 2018-02-08 23:59:59.999989: 1000000.0
            - 2018-02-09 23:59:59.999989: 1000000.0
            - 2018-02-12 23:59:59.999989: 1000000.0
            - 2018-02-13 23:59:59.999989: 1000000.0
            - 2018-02-14 23:59:59.999989: 1000000.0
            - 2018-02-22 23:59:59.999989: 1000000.0
            - 2018-02-23 23:59:59.999989: 1000000.0
            - 2018-02-26 23:59:59.999989: 1000000.0
            - 2018-02-27 23:59:59.999989: 1000000.0
            - 2018-02-28 23:59:59.999989: 1000000.0
            - 2018-03-01 23:59:59.999989: 1000000.0
            - 2018-03-02 23:59:59.999989: 1000000.0
            - 2018-03-05 23:59:59.999989: 1000000.0
            - 2018-03-06 23:59:59.999989: 1000000.0
            - 2018-03-07 23:59:59.999989: 1000000.0
            - 2018-03-08 23:59:59.999989: 1000000.0
            - 2018-03-09 23:59:59.999989: 1000000.0
            - 2018-03-12 23:59:59.999989: 990277.0
            - 2018-03-13 23:59:59.999989: 989472.0
            - 2018-03-14 23:59:59.999989: 981366.0
            - 2018-03-15 23:59:59.999989: 964356.0
            - 2018-03-16 23:59:59.999989: 958686.0
            - 2018-03-19 23:59:59.999989: 974079.0
            - 2018-03-20 23:59:59.999989: 973267.0
            - 2018-03-21 23:59:59.999989: 979749.0
            - 2018-03-22 23:59:59.999989: 960310.0
            - 2018-03-23 23:59:59.999989: 927095.0
            - 2018-03-26 23:59:59.999989: 927095.0
            - 2018-03-27 23:59:59.999989: 927095.0
            - 2018-03-28 23:59:59.999989: 927095.0
            - 2018-03-29 23:59:59.999989: 927095.0
            - 2018-03-30 23:59:59.999989: 927095.0
            - 2018-04-02 23:59:59.999989: 927095.0
            - 2018-04-03 23:59:59.999989: 927095.0
            - 2018-04-04 23:59:59.999989: 927095.0
            - 2018-04-09 23:59:59.999989: 927095.0
            - 2018-04-10 23:59:59.999989: 927095.0
            - 2018-04-11 23:59:59.999989: 962732.0
            - 2018-04-12 23:59:59.999989: 937623.0
            - 2018-04-13 23:59:59.999989: 941669.0
            - 2018-04-16 23:59:59.999989: 914819.8000000002
            - 2018-04-17 23:59:59.999989: 914819.8000000002
            - 2018-04-18 23:59:59.999989: 914819.8000000002
            - 2018-04-19 23:59:59.999989: 914819.8000000002
            - 2018-04-20 23:59:59.999989: 914819.8000000002
            - 2018-04-23 23:59:59.999989: 914819.8000000002
            - 2018-04-24 23:59:59.999989: 914819.8000000002
            - 2018-04-25 23:59:59.999989: 914819.8000000002
            - 2018-04-26 23:59:59.999989: 914819.8000000002
            - 2018-04-27 23:59:59.999989: 914819.8000000002
            - 2018-05-02 23:59:59.999989: 914819.8000000002
            - 2018-05-03 23:59:59.999989: 914819.8000000002
            - 2018-05-04 23:59:59.999989: 914819.8000000002
            - 2018-05-07 23:59:59.999989: 914819.8000000002
            - 2018-05-08 23:59:59.999989: 914819.8000000002
            - 2018-05-09 23:59:59.999989: 914819.8000000002
            - 2018-05-10 23:59:59.999989: 914819.8000000002
            - 2018-05-11 23:59:59.999989: 914819.8000000002
            - 2018-05-14 23:59:59.999989: 914819.8000000002
            - 2018-05-15 23:59:59.999989: 909961.8000000002
            - 2018-05-16 23:59:59.999989: 892139.8000000002
            - 2018-05-17 23:59:59.999989: 885664.8000000002
            - 2018-05-18 23:59:59.999989: 897004.8000000002
            - 2018-05-21 23:59:59.999989: 896192.8000000002
            - 2018-05-22 23:59:59.999989: 888905.8000000002
            - 2018-05-23 23:59:59.999989: 871895.8000000003
            - 2018-05-24 23:59:59.999989: 868654.8000000002
            - 2018-05-25 23:59:59.999989: 864925.2000000002
            - 2018-05-28 23:59:59.999989: 864925.2000000002
            - 2018-05-29 23:59:59.999989: 864925.2000000002
            - 2018-05-30 23:59:59.999989: 864925.2000000002
            - 2018-05-31 23:59:59.999989: 864925.2000000002
            - 2018-06-01 23:59:59.999989: 864925.2000000002
            - 2018-06-04 23:59:59.999989: 864925.2000000002
            - 2018-06-05 23:59:59.999989: 864925.2000000002
            - 2018-06-06 23:59:59.999989: 864925.2000000002
            - 2018-06-07 23:59:59.999989: 864925.2000000002
            - 2018-06-08 23:59:59.999989: 864925.2000000002
            - 2018-06-11 23:59:59.999989: 864925.2000000002
            - 2018-06-12 23:59:59.999989: 864925.2000000002
            - 2018-06-13 23:59:59.999989: 864925.2000000002
            - 2018-06-14 23:59:59.999989: 864925.2000000002
            - 2018-06-15 23:59:59.999989: 864925.2000000002
            - 2018-06-19 23:59:59.999989: 850344.2000000001
            - 2018-06-20 23:59:59.999989: 853585.2000000002
            - 2018-06-21 23:59:59.999989: 849532.2000000002
            - 2018-06-22 23:59:59.999989: 848720.2000000002
            - 2018-06-25 23:59:59.999989: 813448.9500000001
            - 2018-06-26 23:59:59.999989: 813448.9500000001
            - 2018-06-27 23:59:59.999989: 813448.9500000001
            - 2018-06-28 23:59:59.999989: 813448.9500000001
            - 2018-06-29 23:59:59.999989: 813448.9500000001
            - 2018-07-02 23:59:59.999989: 813448.9500000001
            - 2018-07-03 23:59:59.999989: 813448.9500000001
            - 2018-07-04 23:59:59.999989: 813448.9500000001
            - 2018-07-05 23:59:59.999989: 813448.9500000001
            - 2018-07-06 23:59:59.999989: 813448.9500000001
            - 2018-07-09 23:59:59.999989: 813448.9500000001
            - 2018-07-10 23:59:59.999989: 813448.9500000001
            - 2018-07-11 23:59:59.999989: 815072.9500000001
            - 2018-07-12 23:59:59.999989: 834182.9500000001
            - 2018-07-13 23:59:59.999989: 834182.9500000001
            - 2018-07-16 23:59:59.999989: 821848.9500000001
            - 2018-07-17 23:59:59.999989: 821029.9500000001
            - 2018-07-18 23:59:59.999989: 819384.9500000001
            - 2018-07-19 23:59:59.999989: 821848.9500000001
            - 2018-07-20 23:59:59.999989: 853103.9500000001
            - 2018-07-23 23:59:59.999989: 878597.9500000001
            - 2018-07-24 23:59:59.999989: 876952.9500000002
            - 2018-07-25 23:59:59.999989: 875307.9500000001
            - 2018-07-26 23:59:59.999989: 864611.9500000001
            - 2018-07-27 23:59:59.999989: 864611.9500000001
            - 2018-07-30 23:59:59.999989: 876126.9500000001
            - 2018-07-31 23:59:59.999989: 878597.9500000001
            - 2018-08-01 23:59:59.999989: 856393.9500000001
            - 2018-08-02 23:59:59.999989: 839862.0500000002
            - 2018-08-03 23:59:59.999989: 839862.0500000002
            - 2018-08-06 23:59:59.999989: 839862.0500000002
            - 2018-08-07 23:59:59.999989: 839862.0500000002
            - 2018-08-08 23:59:59.999989: 839862.0500000002
            - 2018-08-09 23:59:59.999989: 839862.0500000002
            - 2018-08-10 23:59:59.999989: 839862.0500000002
            - 2018-08-13 23:59:59.999989: 839862.0500000002
            - 2018-08-14 23:59:59.999989: 839862.0500000002
            - 2018-08-15 23:59:59.999989: 839862.0500000002
            - 2018-08-16 23:59:59.999989: 839862.0500000002
            - 2018-08-17 23:59:59.999989: 839862.0500000002
            - 2018-08-20 23:59:59.999989: 839862.0500000002
            - 2018-08-21 23:59:59.999989: 839862.0500000002
            - 2018-08-22 23:59:59.999989: 839862.0500000002
            - 2018-08-23 23:59:59.999989: 839862.0500000002
            - 2018-08-24 23:59:59.999989: 839862.0500000002
            - 2018-08-27 23:59:59.999989: 839862.0500000002
            - 2018-08-28 23:59:59.999989: 839862.0500000002
            - 2018-08-29 23:59:59.999989: 839862.0500000002
            - 2018-08-30 23:59:59.999989: 839862.0500000002
            - 2018-08-31 23:59:59.999989: 839862.0500000002
            - 2018-09-03 23:59:59.999989: 839862.0500000002
            - 2018-09-04 23:59:59.999989: 839862.0500000002
            - 2018-09-05 23:59:59.999989: 839862.0500000002
            - 2018-09-06 23:59:59.999989: 839862.0500000002
            - 2018-09-07 23:59:59.999989: 839862.0500000002
            - 2018-09-10 23:59:59.999989: 839862.0500000002
            - 2018-09-11 23:59:59.999989: 839862.0500000002
            - 2018-09-12 23:59:59.999989: 839862.0500000002
            - 2018-09-13 23:59:59.999989: 839862.0500000002
            - 2018-09-14 23:59:59.999989: 839862.0500000002
            - 2018-09-17 23:59:59.999989: 839862.0500000002
            - 2018-09-18 23:59:59.999989: 839862.0500000002
            - 2018-09-19 23:59:59.999989: 839862.0500000002
            - 2018-09-20 23:59:59.999989: 839862.0500000002
            - 2018-09-21 23:59:59.999989: 839862.0500000002
            - 2018-09-25 23:59:59.999989: 839862.0500000002
            - 2018-09-26 23:59:59.999989: 839862.0500000002
            - 2018-09-27 23:59:59.999989: 839862.0500000002
            - 2018-09-28 23:59:59.999989: 839862.0500000002
            - 2018-10-08 23:59:59.999989: 839862.0500000002
            - 2018-10-09 23:59:59.999989: 839862.0500000002
            - 2018-10-10 23:59:59.999989: 839862.0500000002
            - 2018-10-11 23:59:59.999989: 839862.0500000002
            - 2018-10-12 23:59:59.999989: 839862.0500000002
            - 2018-10-15 23:59:59.999989: 839862.0500000002
            - 2018-10-16 23:59:59.999989: 839862.0500000002
            - 2018-10-17 23:59:59.999989: 839862.0500000002
            - 2018-10-18 23:59:59.999989: 839862.0500000002
            - 2018-10-19 23:59:59.999989: 839862.0500000002
            - 2018-10-22 23:59:59.999989: 839862.0500000002
            - 2018-10-23 23:59:59.999989: 839862.0500000002
            - 2018-10-24 23:59:59.999989: 839862.0500000002
            - 2018-10-25 23:59:59.999989: 839862.0500000002
            - 2018-10-26 23:59:59.999989: 839862.0500000002
            - 2018-10-29 23:59:59.999989: 839862.0500000002
            - 2018-10-30 23:59:59.999989: 839862.0500000002
            - 2018-10-31 23:59:59.999989: 839862.0500000002
            - 2018-11-01 23:59:59.999989: 839862.0500000002
            - 2018-11-02 23:59:59.999989: 839862.0500000002
            - 2018-11-05 23:59:59.999989: 839862.0500000002
            - 2018-11-06 23:59:59.999989: 839862.0500000002
            - 2018-11-07 23:59:59.999989: 839862.0500000002
            - 2018-11-08 23:59:59.999989: 839862.0500000002
            - 2018-11-09 23:59:59.999989: 839862.0500000002
            - 2018-11-12 23:59:59.999989: 839862.0500000002
            - 2018-11-13 23:59:59.999989: 839862.0500000002
            - 2018-11-14 23:59:59.999989: 839862.0500000002
            - 2018-11-15 23:59:59.999989: 839862.0500000002
            - 2018-11-16 23:59:59.999989: 839862.0500000002
            - 2018-11-19 23:59:59.999989: 839862.0500000002
            - 2018-11-20 23:59:59.999989: 839862.0500000002
            - 2018-11-21 23:59:59.999989: 839862.0500000002
            - 2018-11-22 23:59:59.999989: 839862.0500000002
            - 2018-11-23 23:59:59.999989: 839862.0500000002
            - 2018-11-26 23:59:59.999989: 839862.0500000002
            - 2018-11-27 23:59:59.999989: 839862.0500000002
            - 2018-11-28 23:59:59.999989: 839862.0500000002
            - 2018-11-29 23:59:59.999989: 839862.0500000002
            - 2018-11-30 23:59:59.999989: 839862.0500000002
            - 2018-12-03 23:59:59.999989: 839862.0500000002
            - 2018-12-04 23:59:59.999989: 839862.0500000002
            - 2018-12-05 23:59:59.999989: 839862.0500000002
            - 2018-12-06 23:59:59.999989: 839862.0500000002
            - 2018-12-07 23:59:59.999989: 839862.0500000002
            - 2018-12-10 23:59:59.999989: 839862.0500000002
            - 2018-12-11 23:59:59.999989: 839862.0500000002
            - 2018-12-12 23:59:59.999989: 839862.0500000002
            - 2018-12-13 23:59:59.999989: 839862.0500000002
            - 2018-12-14 23:59:59.999989: 839862.0500000002
            - 2018-12-17 23:59:59.999989: 839862.0500000002
            - 2018-12-18 23:59:59.999989: 839862.0500000002
            - 2018-12-19 23:59:59.999989: 839862.0500000002
            - 2018-12-20 23:59:59.999989: 839862.0500000002
            - 2018-12-21 23:59:59.999989: 839862.0500000002
            - 2018-12-24 23:59:59.999989: 839862.0500000002
            - 2018-12-25 23:59:59.999989: 839862.0500000002
            - 2018-12-26 23:59:59.999989: 839862.0500000002
            - 2018-12-27 23:59:59.999989: 839862.0500000002
            - 2018-12-28 23:59:59.999989: 839862.0500000002
            - 2019-01-02 23:59:59.999989: 839862.0500000002
            - 2019-01-03 23:59:59.999989: 839862.0500000002
            - 2019-01-04 23:59:59.999989: 839862.0500000002
            - 2019-01-07 23:59:59.999989: 839862.0500000002
            - 2019-01-08 23:59:59.999989: 834101.0500000002
            - 2019-01-09 23:59:59.999989: 857131.0500000002
            - 2019-01-10 23:59:59.999989: 870291.0500000003
            - 2019-01-11 23:59:59.999989: 878516.0500000003
            - 2019-01-14 23:59:59.999989: 871110.0500000002
            - 2019-01-15 23:59:59.999989: 881806.0500000002
            - 2019-01-16 23:59:59.999989: 901539.0500000002
            - 2019-01-17 23:59:59.999989: 882625.0500000002
            - 2019-01-18 23:59:59.999989: 897430.0500000003
            - 2019-01-21 23:59:59.999989: 890031.0500000002
            - 2019-01-22 23:59:59.999989: 885096.0500000002
            - 2019-01-23 23:59:59.999989: 890850.0500000002
            - 2019-01-24 23:59:59.999989: 904829.0500000002
            - 2019-01-25 23:59:59.999989: 944309.05
            - 2019-01-28 23:59:59.999989: 939374.0500000002
            - 2019-01-29 23:59:59.999989: 944309.05
            - 2019-01-30 23:59:59.999989: 940193.0500000002
            - 2019-01-31 23:59:59.999989: 952534.05
            - 2019-02-01 23:59:59.999989: 960759.05
            - 2019-02-11 23:59:59.999989: 961578.0500000002
            - 2019-02-12 23:59:59.999989: 959933.0500000002
            - 2019-02-13 23:59:59.999989: 975557.0500000002
            - 2019-02-14 23:59:59.999989: 964868.0500000002
            - 2019-02-15 23:59:59.999989: 940193.0500000002
            - 2019-02-18 23:59:59.999989: 973912.0500000002
            - 2019-02-19 23:59:59.999989: 966513.0500000002
            - 2019-02-20 23:59:59.999989: 978028.0500000002
            - 2019-02-21 23:59:59.999989: 973912.0500000002
            - 2019-02-22 23:59:59.999989: 988717.0500000002
            - 2019-02-25 23:59:59.999989: 1071779.0500000003
            - 2019-02-26 23:59:59.999989: 1042995.05
            - 2019-02-27 23:59:59.999989: 1059445.05
            - 2019-02-28 23:59:59.999989: 1056155.0500000003
            - 2019-03-01 23:59:59.999989: 1089055.0500000003
