===============================================================================
Id,000001.XSHE,len,datetime,open,high,low,close,volume,openinterest,000001.XSHE,len,datetime,open,high,low,close,volume,openinterest,RSIMACDMultiTF,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,000001.XSHE,000001.XSHE
192,000001.XSHE,192,2018-10-18 23:59:59.999989,1208.95,1208.95,1181.93,1185.45,852135.0,0.0,000001.XSHE,192,2018-10-18 23:59:59.999989,1208.95,1208.95,1181.93,1185.45,852135.0,0.0,RSIMACDMultiTF,192,736985.9999999999,Broker,192,839862.0500000002,839862.0500000002,BuySell,192,,,BuySell,192,,,DataTrades,192,,
193,000001.XSHE,193,2018-10-19 23:59:59.999989,1169.01,1266.52,1165.48,1264.17,1773515.0,0.0,000001.XSHE,193,2018-10-19 23:59:59.999989,1169.01,1266.52,1165.48,1264.17,1773515.0,0.0,RSIMACDMultiTF,193,736986.9999999999,Broker,193,839862.0500000002,839862.0500000002,BuySell,193,,,BuySell,193,,,DataTrades,193,,
194,000001.XSHE,194,2018-10-22 23:59:59.999989,1270.05,1346.41,1266.52,1309.99,2251756.0,0.0,000001.XSHE,194,2018-10-22 23:59:59.999989,1270.05,1346.41,1266.52,1309.99,2251756.0,0.0,RSIMACDMultiTF,194,736989.9999999999,Broker,194,839862.0500000002,839862.0500000002,BuySell,194,,,BuySell,194,,,DataTrades,194,,
195,000001.XSHE,195,2018-10-23 23:59:59.999989,1315.87,1318.22,1260.65,1273.57,1364008.0,0.0,000001.XSHE,195,2018-10-23 23:59:59.999989,1315.87,1318.22,1260.65,1273.57,1364008.0,0.0,RSIMACDMultiTF,195,736990.9999999999,Broker,195,839862.0500000002,839862.0500000002,BuySell,195,,,BuySell,195,,,DataTrades,195,,
196,000001.XSHE,196,2018-10-24 23:59:59.999989,1280.62,1331.14,1268.87,1297.07,1557116.0,0.0,000001.XSHE,196,2018-10-24 23:59:59.999989,1280.62,1331.14,1268.87,1297.07,1557116.0,0.0,RSIMACDMultiTF,196,736991.9999999999,Broker,196,839862.0500000002,839862.0500000002,BuySell,196,,,BuySell,196,,,DataTrades,196,,
197,000001.XSHE,197,2018-10-25 23:59:59.999989,1268.87,1326.44,1258.3,1326.44,1434199.0,0.0,000001.XSHE,197,2018-10-25 23:59:59.999989,1268.87,1326.44,1258.3,1326.44,1434199.0,0.0,RSIMACDMultiTF,197,736992.9999999999,Broker,197,839862.0500000002,839862.0500000002,BuySell,197,,,BuySell,197,,,DataTrades,197,,
198,000001.XSHE,198,2018-10-26 23:59:59.999989,1326.44,1328.79,1287.67,1313.52,1106475.0,0.0,000001.XSHE,198,2018-10-26 23:59:59.999989,1326.44,1328.79,1287.67,1313.52,1106475.0,0.0,RSIMACDMultiTF,198,736993.9999999999,Broker,198,839862.0500000002,839862.0500000002,BuySell,198,,,BuySell,198,,,DataTrades,198,,
199,000001.XSHE,199,2018-10-29 23:59:59.999989,1315.87,1320.57,1247.72,1263.0,1354716.0,0.0,000001.XSHE,199,2018-10-29 23:59:59.999989,1315.87,1320.57,1247.72,1263.0,1354716.0,0.0,RSIMACDMultiTF,199,736996.9999999999,Broker,199,839862.0500000002,839862.0500000002,BuySell,199,,,BuySell,199,,,DataTrades,199,,
200,000001.XSHE,200,2018-10-30 23:59:59.999989,1266.52,1301.77,1260.65,1280.62,1278282.0,0.0,000001.XSHE,200,2018-10-30 23:59:59.999989,1266.52,1301.77,1260.65,1280.62,1278282.0,0.0,RSIMACDMultiTF,200,736997.9999999999,Broker,200,839862.0500000002,839862.0500000002,BuySell,200,,,BuySell,200,,,DataTrades,200,,
201,000001.XSHE,201,2018-10-31 23:59:59.999989,1286.49,1291.19,1263.0,1281.79,981108.0,0.0,000001.XSHE,201,2018-10-31 23:59:59.999989,1286.49,1291.19,1263.0,1281.79,981108.0,0.0,RSIMACDMultiTF,201,736998.9999999999,Broker,201,839862.0500000002,839862.0500000002,BuySell,201,,,BuySell,201,,,DataTrades,201,,
202,000001.XSHE,202,2018-11-01 23:59:59.999989,1291.19,1298.24,1264.17,1272.4,1313135.0,0.0,000001.XSHE,202,2018-11-01 23:59:59.999989,1291.19,1298.24,1264.17,1272.4,1313135.0,0.0,RSIMACDMultiTF,202,736999.9999999999,Broker,202,839862.0500000002,839862.0500000002,BuySell,202,,,BuySell,202,,,DataTrades,202,,
203,000001.XSHE,203,2018-11-02 23:59:59.999989,1297.07,1311.17,1272.4,1302.94,1883531.0,0.0,000001.XSHE,203,2018-11-02 23:59:59.999989,1297.07,1311.17,1272.4,1302.94,1883531.0,0.0,RSIMACDMultiTF,203,737000.9999999999,Broker,203,839862.0500000002,839862.0500000002,BuySell,203,,,BuySell,203,,,DataTrades,203,,
204,000001.XSHE,204,2018-11-05 23:59:59.999989,1286.49,1297.07,1271.22,1282.97,1099622.0,0.0,000001.XSHE,204,2018-11-05 23:59:59.999989,1286.49,1297.07,1271.22,1282.97,1099622.0,0.0,RSIMACDMultiTF,204,737003.9999999999,Broker,204,839862.0500000002,839862.0500000002,BuySell,204,,,BuySell,204,,,DataTrades,204,,
205,000001.XSHE,205,2018-11-06 23:59:59.999989,1277.09,1284.14,1260.65,1273.57,626214.0,0.0,000001.XSHE,205,2018-11-06 23:59:59.999989,1277.09,1284.14,1260.65,1273.57,626214.0,0.0,RSIMACDMultiTF,205,737004.9999999999,Broker,205,839862.0500000002,839862.0500000002,BuySell,205,,,BuySell,205,,,DataTrades,205,,
206,000001.XSHE,206,2018-11-07 23:59:59.999989,1272.4,1286.49,1263.0,1270.05,668662.0,0.0,000001.XSHE,206,2018-11-07 23:59:59.999989,1272.4,1286.49,1263.0,1270.05,668662.0,0.0,RSIMACDMultiTF,206,737005.9999999999,Broker,206,839862.0500000002,839862.0500000002,BuySell,206,,,BuySell,206,,,DataTrades,206,,
207,000001.XSHE,207,2018-11-08 23:59:59.999989,1278.27,1288.84,1271.22,1279.44,675793.0,0.0,000001.XSHE,207,2018-11-08 23:59:59.999989,1278.27,1288.84,1271.22,1279.44,675793.0,0.0,RSIMACDMultiTF,207,737006.9999999999,Broker,207,839862.0500000002,839862.0500000002,BuySell,207,,,BuySell,207,,,DataTrades,207,,
208,000001.XSHE,208,2018-11-09 23:59:59.999989,1258.3,1260.65,1221.88,1239.5,1386754.0,0.0,000001.XSHE,208,2018-11-09 23:59:59.999989,1258.3,1260.65,1221.88,1239.5,1386754.0,0.0,RSIMACDMultiTF,208,737007.9999999999,Broker,208,839862.0500000002,839862.0500000002,BuySell,208,,,BuySell,208,,,DataTrades,208,,
209,000001.XSHE,209,2018-11-12 23:59:59.999989,1228.92,1243.02,1219.53,1240.67,783343.0,0.0,000001.XSHE,209,2018-11-12 23:59:59.999989,1228.92,1243.02,1219.53,1240.67,783343.0,0.0,RSIMACDMultiTF,209,737010.9999999999,Broker,209,839862.0500000002,839862.0500000002,BuySell,209,,,BuySell,209,,,DataTrades,209,,
210,000001.XSHE,210,2018-11-13 23:59:59.999989,1223.05,1251.25,1219.53,1238.32,912857.0,0.0,000001.XSHE,210,2018-11-13 23:59:59.999989,1223.05,1251.25,1219.53,1238.32,912857.0,0.0,RSIMACDMultiTF,210,737011.9999999999,Broker,210,839862.0500000002,839862.0500000002,BuySell,210,,,BuySell,210,,,DataTrades,210,,
211,000001.XSHE,211,2018-11-14 23:59:59.999989,1237.15,1239.5,1224.22,1226.57,658995.0,0.0,000001.XSHE,211,2018-11-14 23:59:59.999989,1237.15,1239.5,1224.22,1226.57,658995.0,0.0,RSIMACDMultiTF,211,737012.9999999999,Broker,211,839862.0500000002,839862.0500000002,BuySell,211,,,BuySell,211,,,DataTrades,211,,
212,000001.XSHE,212,2018-11-15 23:59:59.999989,1226.57,1250.07,1224.22,1247.72,767280.0,0.0,000001.XSHE,212,2018-11-15 23:59:59.999989,1226.57,1250.07,1224.22,1247.72,767280.0,0.0,RSIMACDMultiTF,212,737013.9999999999,Broker,212,839862.0500000002,839862.0500000002,BuySell,212,,,BuySell,212,,,DataTrades,212,,
213,000001.XSHE,213,2018-11-16 23:59:59.999989,1246.55,1259.47,1232.45,1241.85,901873.0,0.0,000001.XSHE,213,2018-11-16 23:59:59.999989,1246.55,1259.47,1232.45,1241.85,901873.0,0.0,RSIMACDMultiTF,213,737014.9999999999,Broker,213,839862.0500000002,839862.0500000002,BuySell,213,,,BuySell,213,,,DataTrades,213,,
214,000001.XSHE,214,2018-11-19 23:59:59.999989,1241.85,1278.27,1241.85,1274.74,1158320.0,0.0,000001.XSHE,214,2018-11-19 23:59:59.999989,1241.85,1278.27,1241.85,1274.74,1158320.0,0.0,RSIMACDMultiTF,214,737017.9999999999,Broker,214,839862.0500000002,839862.0500000002,BuySell,214,,,BuySell,214,,,DataTrades,214,,
215,000001.XSHE,215,2018-11-20 23:59:59.999989,1263.0,1268.87,1235.97,1241.85,879986.0,0.0,000001.XSHE,215,2018-11-20 23:59:59.999989,1263.0,1268.87,1235.97,1241.85,879986.0,0.0,RSIMACDMultiTF,215,737018.9999999999,Broker,215,839862.0500000002,839862.0500000002,BuySell,215,,,BuySell,215,,,DataTrades,215,,
216,000001.XSHE,216,2018-11-21 23:59:59.999989,1233.62,1253.6,1231.27,1246.55,567000.0,0.0,000001.XSHE,216,2018-11-21 23:59:59.999989,1233.62,1253.6,1231.27,1246.55,567000.0,0.0,RSIMACDMultiTF,216,737019.9999999999,Broker,216,839862.0500000002,839862.0500000002,BuySell,216,,,BuySell,216,,,DataTrades,216,,
217,000001.XSHE,217,2018-11-22 23:59:59.999989,1253.6,1253.6,1231.27,1239.5,425803.0,0.0,000001.XSHE,217,2018-11-22 23:59:59.999989,1253.6,1253.6,1231.27,1239.5,425803.0,0.0,RSIMACDMultiTF,217,737020.9999999999,Broker,217,839862.0500000002,839862.0500000002,BuySell,217,,,BuySell,217,,,DataTrades,217,,
218,000001.XSHE,218,2018-11-23 23:59:59.999989,1237.15,1243.02,1211.3,1212.48,596110.0,0.0,000001.XSHE,218,2018-11-23 23:59:59.999989,1237.15,1243.02,1211.3,1212.48,596110.0,0.0,RSIMACDMultiTF,218,737021.9999999999,Broker,218,839862.0500000002,839862.0500000002,BuySell,218,,,BuySell,218,,,DataTrades,218,,
219,000001.XSHE,219,2018-11-26 23:59:59.999989,1214.83,1228.92,1210.13,1214.83,439678.0,0.0,000001.XSHE,219,2018-11-26 23:59:59.999989,1214.83,1228.92,1210.13,1214.83,439678.0,0.0,RSIMACDMultiTF,219,737024.9999999999,Broker,219,839862.0500000002,839862.0500000002,BuySell,219,,,BuySell,219,,,DataTrades,219,,
220,000001.XSHE,220,2018-11-27 23:59:59.999989,1216.0,1220.7,1193.68,1196.03,624275.0,0.0,000001.XSHE,220,2018-11-27 23:59:59.999989,1216.0,1220.7,1193.68,1196.03,624275.0,0.0,RSIMACDMultiTF,220,737025.9999999999,Broker,220,839862.0500000002,839862.0500000002,BuySell,220,,,BuySell,220,,,DataTrades,220,,
221,000001.XSHE,221,2018-11-28 23:59:59.999989,1194.85,1211.3,1193.68,1207.78,457708.0,0.0,000001.XSHE,221,2018-11-28 23:59:59.999989,1194.85,1211.3,1193.68,1207.78,457708.0,0.0,RSIMACDMultiTF,221,737026.9999999999,Broker,221,839862.0500000002,839862.0500000002,BuySell,221,,,BuySell,221,,,DataTrades,221,,
222,000001.XSHE,222,2018-11-29 23:59:59.999989,1216.0,1220.7,1197.2,1198.38,413050.0,0.0,000001.XSHE,222,2018-11-29 23:59:59.999989,1216.0,1220.7,1197.2,1198.38,413050.0,0.0,RSIMACDMultiTF,222,737027.9999999999,Broker,222,839862.0500000002,839862.0500000002,BuySell,222,,,BuySell,222,,,DataTrades,222,,
223,000001.XSHE,223,2018-11-30 23:59:59.999989,1200.73,1217.18,1194.85,1217.18,506192.0,0.0,000001.XSHE,223,2018-11-30 23:59:59.999989,1200.73,1217.18,1194.85,1217.18,506192.0,0.0,RSIMACDMultiTF,223,737028.9999999999,Broker,223,839862.0500000002,839862.0500000002,BuySell,223,,,BuySell,223,,,DataTrades,223,,
224,000001.XSHE,224,2018-12-03 23:59:59.999989,1244.2,1252.42,1230.1,1244.2,905707.0,0.0,000001.XSHE,224,2018-12-03 23:59:59.999989,1244.2,1252.42,1230.1,1244.2,905707.0,0.0,RSIMACDMultiTF,224,737031.9999999999,Broker,224,839862.0500000002,839862.0500000002,BuySell,224,,,BuySell,224,,,DataTrades,224,,
225,000001.XSHE,225,2018-12-04 23:59:59.999989,1241.85,1247.72,1237.15,1244.2,455207.0,0.0,000001.XSHE,225,2018-12-04 23:59:59.999989,1241.85,1247.72,1237.15,1244.2,455207.0,0.0,RSIMACDMultiTF,225,737032.9999999999,Broker,225,839862.0500000002,839862.0500000002,BuySell,225,,,BuySell,225,,,DataTrades,225,,
226,000001.XSHE,226,2018-12-05 23:59:59.999989,1232.45,1234.8,1221.88,1227.75,494983.0,0.0,000001.XSHE,226,2018-12-05 23:59:59.999989,1232.45,1234.8,1221.88,1227.75,494983.0,0.0,RSIMACDMultiTF,226,737033.9999999999,Broker,226,839862.0500000002,839862.0500000002,BuySell,226,,,BuySell,226,,,DataTrades,226,,
227,000001.XSHE,227,2018-12-06 23:59:59.999989,1217.18,1218.35,1201.9,1204.25,492703.0,0.0,000001.XSHE,227,2018-12-06 23:59:59.999989,1217.18,1218.35,1201.9,1204.25,492703.0,0.0,RSIMACDMultiTF,227,737034.9999999999,Broker,227,839862.0500000002,839862.0500000002,BuySell,227,,,BuySell,227,,,DataTrades,227,,
228,000001.XSHE,228,2018-12-07 23:59:59.999989,1210.13,1220.7,1206.6,1207.78,289575.0,0.0,000001.XSHE,228,2018-12-07 23:59:59.999989,1210.13,1220.7,1206.6,1207.78,289575.0,0.0,RSIMACDMultiTF,228,737035.9999999999,Broker,228,839862.0500000002,839862.0500000002,BuySell,228,,,BuySell,228,,,DataTrades,228,,
229,000001.XSHE,229,2018-12-10 23:59:59.999989,1200.73,1206.6,1190.15,1194.85,421165.0,0.0,000001.XSHE,229,2018-12-10 23:59:59.999989,1200.73,1206.6,1190.15,1194.85,421165.0,0.0,RSIMACDMultiTF,229,737038.9999999999,Broker,229,839862.0500000002,839862.0500000002,BuySell,229,,,BuySell,229,,,DataTrades,229,,
230,000001.XSHE,230,2018-12-11 23:59:59.999989,1199.55,1205.43,1194.85,1201.9,254570.0,0.0,000001.XSHE,230,2018-12-11 23:59:59.999989,1199.55,1205.43,1194.85,1201.9,254570.0,0.0,RSIMACDMultiTF,230,737039.9999999999,Broker,230,839862.0500000002,839862.0500000002,BuySell,230,,,BuySell,230,,,DataTrades,230,,
231,000001.XSHE,231,2018-12-12 23:59:59.999989,1210.13,1212.48,1198.38,1203.08,311844.0,0.0,000001.XSHE,231,2018-12-12 23:59:59.999989,1210.13,1212.48,1198.38,1203.08,311844.0,0.0,RSIMACDMultiTF,231,737040.9999999999,Broker,231,839862.0500000002,839862.0500000002,BuySell,231,,,BuySell,231,,,DataTrades,231,,
232,000001.XSHE,232,2018-12-13 23:59:59.999989,1204.25,1231.27,1198.38,1220.7,673128.0,0.0,000001.XSHE,232,2018-12-13 23:59:59.999989,1204.25,1231.27,1198.38,1220.7,673128.0,0.0,RSIMACDMultiTF,232,737041.9999999999,Broker,232,839862.0500000002,839862.0500000002,BuySell,232,,,BuySell,232,,,DataTrades,232,,
233,000001.XSHE,233,2018-12-14 23:59:59.999989,1214.83,1216.0,1193.68,1194.85,448280.0,0.0,000001.XSHE,233,2018-12-14 23:59:59.999989,1214.83,1216.0,1193.68,1194.85,448280.0,0.0,RSIMACDMultiTF,233,737042.9999999999,Broker,233,839862.0500000002,839862.0500000002,BuySell,233,,,BuySell,233,,,DataTrades,233,,
234,000001.XSHE,234,2018-12-17 23:59:59.999989,1193.68,1213.65,1186.63,1208.95,486241.0,0.0,000001.XSHE,234,2018-12-17 23:59:59.999989,1193.68,1213.65,1186.63,1208.95,486241.0,0.0,RSIMACDMultiTF,234,737045.9999999999,Broker,234,839862.0500000002,839862.0500000002,BuySell,234,,,BuySell,234,,,DataTrades,234,,
235,000001.XSHE,235,2018-12-18 23:59:59.999989,1198.38,1212.48,1186.63,1188.98,457701.0,0.0,000001.XSHE,235,2018-12-18 23:59:59.999989,1198.38,1212.48,1186.63,1188.98,457701.0,0.0,RSIMACDMultiTF,235,737046.9999999999,Broker,235,839862.0500000002,839862.0500000002,BuySell,235,,,BuySell,235,,,DataTrades,235,,
236,000001.XSHE,236,2018-12-19 23:59:59.999989,1191.33,1196.03,1163.13,1167.83,508994.0,0.0,000001.XSHE,236,2018-12-19 23:59:59.999989,1191.33,1196.03,1163.13,1167.83,508994.0,0.0,RSIMACDMultiTF,236,737047.9999999999,Broker,236,839862.0500000002,839862.0500000002,BuySell,236,,,BuySell,236,,,DataTrades,236,,
237,000001.XSHE,237,2018-12-20 23:59:59.999989,1165.48,1171.36,1131.41,1140.81,842882.0,0.0,000001.XSHE,237,2018-12-20 23:59:59.999989,1165.48,1171.36,1131.41,1140.81,842882.0,0.0,RSIMACDMultiTF,237,737048.9999999999,Broker,237,839862.0500000002,839862.0500000002,BuySell,237,,,BuySell,237,,,DataTrades,237,,
238,000001.XSHE,238,2018-12-21 23:59:59.999989,1137.28,1139.63,1096.16,1110.26,851676.0,0.0,000001.XSHE,238,2018-12-21 23:59:59.999989,1137.28,1139.63,1096.16,1110.26,851676.0,0.0,RSIMACDMultiTF,238,737049.9999999999,Broker,238,839862.0500000002,839862.0500000002,BuySell,238,,,BuySell,238,,,DataTrades,238,,
239,000001.XSHE,239,2018-12-24 23:59:59.999989,1104.39,1110.26,1093.81,1106.74,433336.0,0.0,000001.XSHE,239,2018-12-24 23:59:59.999989,1104.39,1110.26,1093.81,1106.74,433336.0,0.0,RSIMACDMultiTF,239,737052.9999999999,Broker,239,839862.0500000002,839862.0500000002,BuySell,239,,,BuySell,239,,,DataTrades,239,,
240,000001.XSHE,240,2018-12-25 23:59:59.999989,1091.46,1107.91,1082.06,1097.34,499298.0,0.0,000001.XSHE,240,2018-12-25 23:59:59.999989,1091.46,1107.91,1082.06,1097.34,499298.0,0.0,RSIMACDMultiTF,240,737053.9999999999,Broker,240,839862.0500000002,839862.0500000002,BuySell,240,,,BuySell,240,,,DataTrades,240,,
241,000001.XSHE,241,2018-12-26 23:59:59.999989,1098.51,1106.74,1089.11,1092.64,358454.0,0.0,000001.XSHE,241,2018-12-26 23:59:59.999989,1098.51,1106.74,1089.11,1092.64,358454.0,0.0,RSIMACDMultiTF,241,737054.9999999999,Broker,241,839862.0500000002,839862.0500000002,BuySell,241,,,BuySell,241,,,DataTrades,241,,
242,000001.XSHE,242,2018-12-27 23:59:59.999989,1110.26,1114.96,1090.29,1090.29,531623.0,0.0,000001.XSHE,242,2018-12-27 23:59:59.999989,1110.26,1114.96,1090.29,1090.29,531623.0,0.0,RSIMACDMultiTF,242,737055.9999999999,Broker,242,839862.0500000002,839862.0500000002,BuySell,242,,,BuySell,242,,,DataTrades,242,,
243,000001.XSHE,243,2018-12-28 23:59:59.999989,1093.81,1111.44,1093.81,1102.04,490777.0,0.0,000001.XSHE,243,2018-12-28 23:59:59.999989,1093.81,1111.44,1093.81,1102.04,490777.0,0.0,RSIMACDMultiTF,243,737056.9999999999,Broker,243,839862.0500000002,839862.0500000002,BuySell,243,,,BuySell,243,,,DataTrades,243,,
244,000001.XSHE,244,2019-01-02 23:59:59.999989,1103.21,1106.74,1076.19,1079.71,459099.0,0.0,000001.XSHE,244,2019-01-02 23:59:59.999989,1103.21,1106.74,1076.19,1079.71,459099.0,0.0,RSIMACDMultiTF,244,737061.9999999999,Broker,244,839862.0500000002,839862.0500000002,BuySell,244,,,BuySell,244,,,DataTrades,244,,
245,000001.XSHE,245,2019-01-03 23:59:59.999989,1078.54,1096.16,1075.02,1090.29,353685.0,0.0,000001.XSHE,245,2019-01-03 23:59:59.999989,1078.54,1096.16,1075.02,1090.29,353685.0,0.0,RSIMACDMultiTF,245,737062.9999999999,Broker,245,839862.0500000002,839862.0500000002,BuySell,245,,,BuySell,245,,,DataTrades,245,,
246,000001.XSHE,246,2019-01-04 23:59:59.999989,1085.59,1153.73,1083.24,1145.51,1260690.0,0.0,000001.XSHE,246,2019-01-04 23:59:59.999989,1085.59,1153.73,1083.24,1145.51,1260690.0,0.0,RSIMACDMultiTF,246,737063.9999999999,Broker,246,839862.0500000002,839862.0500000002,BuySell,246,,,BuySell,246,,,DataTrades,246,,
247,000001.XSHE,247,2019-01-07 23:59:59.999989,1156.08,1157.26,1131.41,1144.33,736831.0,0.0,000001.XSHE,247,2019-01-07 23:59:59.999989,1156.08,1157.26,1131.41,1144.33,736831.0,0.0,RSIMACDMultiTF,247,737066.9999999999,Broker,247,839862.0500000002,839862.0500000002,BuySell,247,,,BuySell,247,,,DataTrades,247,,
248,000001.XSHE,248,2019-01-08 23:59:59.999989,1143.16,1144.33,1130.23,1134.93,342493.0,0.0,000001.XSHE,248,2019-01-08 23:59:59.999989,1143.16,1144.33,1130.23,1134.93,342493.0,0.0,RSIMACDMultiTF,248,737067.9999999999,Broker,248,39650.05000000016,834101.0500000002,BuySell,248,1113.27655,,BuySell,248,,,DataTrades,248,,
249,000001.XSHE,249,2019-01-09 23:59:59.999989,1144.33,1184.28,1139.63,1167.83,1049883.0,0.0,000001.XSHE,249,2019-01-09 23:59:59.999989,1144.33,1184.28,1139.63,1167.83,1049883.0,0.0,RSIMACDMultiTF,249,737068.9999999999,Broker,249,39650.05000000016,857131.0500000002,BuySell,249,,,BuySell,249,,,DataTrades,249,,
250,000001.XSHE,250,2019-01-10 23:59:59.999989,1159.61,1198.38,1158.43,1186.63,912278.0,0.0,000001.XSHE,250,2019-01-10 23:59:59.999989,1159.61,1198.38,1158.43,1186.63,912278.0,0.0,RSIMACDMultiTF,250,737069.9999999999,Broker,250,39650.05000000016,870291.0500000003,BuySell,250,,,BuySell,250,,,DataTrades,250,,
251,000001.XSHE,251,2019-01-11 23:59:59.999989,1187.8,1200.73,1180.75,1198.38,592711.0,0.0,000001.XSHE,251,2019-01-11 23:59:59.999989,1187.8,1200.73,1180.75,1198.38,592711.0,0.0,RSIMACDMultiTF,251,737070.9999999999,Broker,251,39650.05000000016,878516.0500000003,BuySell,251,,,BuySell,251,,,DataTrades,251,,
252,000001.XSHE,252,2019-01-14 23:59:59.999989,1200.73,1204.25,1183.1,1187.8,425953.0,0.0,000001.XSHE,252,2019-01-14 23:59:59.999989,1200.73,1204.25,1183.1,1187.8,425953.0,0.0,RSIMACDMultiTF,252,737073.9999999999,Broker,252,39650.05000000016,871110.0500000002,BuySell,252,,,BuySell,252,,,DataTrades,252,,
253,000001.XSHE,253,2019-01-15 23:59:59.999989,1187.8,1207.78,1185.45,1203.08,461460.0,0.0,000001.XSHE,253,2019-01-15 23:59:59.999989,1187.8,1207.78,1185.45,1203.08,461460.0,0.0,RSIMACDMultiTF,253,737074.9999999999,Broker,253,39650.05000000016,881806.0500000002,BuySell,253,,,BuySell,253,,,DataTrades,253,,
254,000001.XSHE,254,2019-01-16 23:59:59.999989,1203.08,1233.62,1201.9,1231.27,832170.0,0.0,000001.XSHE,254,2019-01-16 23:59:59.999989,1203.08,1233.62,1201.9,1231.27,832170.0,0.0,RSIMACDMultiTF,254,737075.9999999999,Broker,254,39650.05000000016,901539.0500000002,BuySell,254,,,BuySell,254,,,DataTrades,254,,
255,000001.XSHE,255,2019-01-17 23:59:59.999989,1238.32,1241.85,1194.85,1204.25,751406.0,0.0,000001.XSHE,255,2019-01-17 23:59:59.999989,1238.32,1241.85,1194.85,1204.25,751406.0,0.0,RSIMACDMultiTF,255,737076.9999999999,Broker,255,39650.05000000016,882625.0500000002,BuySell,255,,,BuySell,255,,,DataTrades,255,,
256,000001.XSHE,256,2019-01-18 23:59:59.999989,1214.83,1232.45,1207.78,1225.4,628824.0,0.0,000001.XSHE,256,2019-01-18 23:59:59.999989,1214.83,1232.45,1207.78,1225.4,628824.0,0.0,RSIMACDMultiTF,256,737077.9999999999,Broker,256,39650.05000000016,897430.0500000003,BuySell,256,,,BuySell,256,,,DataTrades,256,,
257,000001.XSHE,257,2019-01-21 23:59:59.999989,1214.83,1230.1,1212.48,1214.83,561211.0,0.0,000001.XSHE,257,2019-01-21 23:59:59.999989,1214.83,1230.1,1212.48,1214.83,561211.0,0.0,RSIMACDMultiTF,257,737080.9999999999,Broker,257,39650.05000000016,890031.0500000002,BuySell,257,,,BuySell,257,,,DataTrades,257,,
258,000001.XSHE,258,2019-01-22 23:59:59.999989,1214.83,1226.57,1205.43,1207.78,361240.0,0.0,000001.XSHE,258,2019-01-22 23:59:59.999989,1214.83,1226.57,1205.43,1207.78,361240.0,0.0,RSIMACDMultiTF,258,737081.9999999999,Broker,258,39650.05000000016,885096.0500000002,BuySell,258,,,BuySell,258,,,DataTrades,258,,
259,000001.XSHE,259,2019-01-23 23:59:59.999989,1208.95,1230.1,1208.95,1216.0,457814.0,0.0,000001.XSHE,259,2019-01-23 23:59:59.999989,1208.95,1230.1,1208.95,1216.0,457814.0,0.0,RSIMACDMultiTF,259,737082.9999999999,Broker,259,39650.05000000016,890850.0500000002,BuySell,259,,,BuySell,259,,,DataTrades,259,,
260,000001.XSHE,260,2019-01-24 23:59:59.999989,1221.88,1239.5,1218.35,1235.97,578136.0,0.0,000001.XSHE,260,2019-01-24 23:59:59.999989,1221.88,1239.5,1218.35,1235.97,578136.0,0.0,RSIMACDMultiTF,260,737083.9999999999,Broker,260,39650.05000000016,904829.0500000002,BuySell,260,,,BuySell,260,,,DataTrades,260,,
261,000001.XSHE,261,2019-01-25 23:59:59.999989,1240.67,1297.07,1239.5,1292.37,1794534.0,0.0,000001.XSHE,261,2019-01-25 23:59:59.999989,1240.67,1297.07,1239.5,1292.37,1794534.0,0.0,RSIMACDMultiTF,261,737084.9999999999,Broker,261,39650.05000000016,944309.05,BuySell,261,,,BuySell,261,,,DataTrades,261,,
262,000001.XSHE,262,2019-01-28 23:59:59.999989,1297.07,1308.82,1278.27,1285.32,881715.0,0.0,000001.XSHE,262,2019-01-28 23:59:59.999989,1297.07,1308.82,1278.27,1285.32,881715.0,0.0,RSIMACDMultiTF,262,737087.9999999999,Broker,262,39650.05000000016,939374.0500000002,BuySell,262,,,BuySell,262,,,DataTrades,262,,
263,000001.XSHE,263,2019-01-29 23:59:59.999989,1287.67,1300.59,1265.35,1292.37,703588.0,0.0,000001.XSHE,263,2019-01-29 23:59:59.999989,1287.67,1300.59,1265.35,1292.37,703588.0,0.0,RSIMACDMultiTF,263,737088.9999999999,Broker,263,39650.05000000016,944309.05,BuySell,263,,,BuySell,263,,,DataTrades,263,,
264,000001.XSHE,264,2019-01-30 23:59:59.999989,1286.49,1313.52,1275.92,1286.49,606020.0,0.0,000001.XSHE,264,2019-01-30 23:59:59.999989,1286.49,1313.52,1275.92,1286.49,606020.0,0.0,RSIMACDMultiTF,264,737089.9999999999,Broker,264,39650.05000000016,940193.0500000002,BuySell,264,,,BuySell,264,,,DataTrades,264,,
265,000001.XSHE,265,2019-01-31 23:59:59.999989,1290.02,1315.87,1285.32,1304.12,707836.0,0.0,000001.XSHE,265,2019-01-31 23:59:59.999989,1290.02,1315.87,1285.32,1304.12,707836.0,0.0,RSIMACDMultiTF,265,737090.9999999999,Broker,265,39650.05000000016,952534.05,BuySell,265,,,BuySell,265,,,DataTrades,265,,
266,000001.XSHE,266,2019-02-01 23:59:59.999989,1315.87,1321.74,1287.67,1315.87,863297.0,0.0,000001.XSHE,266,2019-02-01 23:59:59.999989,1315.87,1321.74,1287.67,1315.87,863297.0,0.0,RSIMACDMultiTF,266,737091.9999999999,Broker,266,39650.05000000016,960759.05,BuySell,266,,,BuySell,266,,,DataTrades,266,,
