===============================================================================
Id,000012.XSHE,len,datetime,open,high,low,close,volume,openinterest,,len,datetime,open,high,low,close,volume,openinterest,PivotMultiTF,len,datetime,LinesCoupler_6,len,p,s1,s2,r1,r2,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,000012.XSHE,
301,000012.XSHE,301,2019-03-29 23:59:59.999989,154.91,158.92,152.34,158.34,649894.0,0.0,,14,2019-02-28 23:59:59.999989,117.47,147.77,116.61,140.91,18279292.0,0.0,PivotMultiTF,301,737147.9999999999,LinesCoupler_6,301,135.09666666666666,122.42333333333332,103.93666666666665,153.58333333333331,166.25666666666666,Broker,301,10453.850000000093,1213837.85,BuySell,301,,,BuySell,14,,,DataTrades,301,,
302,000012.XSHE,302,2019-04-01 23:59:59.999989,159.2,164.63,158.92,163.49,910970.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,302,737150.9999999999,LinesCoupler_6,302,135.09666666666666,122.42333333333332,103.93666666666665,153.58333333333331,166.25666666666666,Broker,302,10453.850000000093,1252977.85,BuySell,302,,,BuySell,15,,,DataTrades,302,,
303,000012.XSHE,303,2019-04-02 23:59:59.999989,163.2,169.21,163.2,164.63,1102040.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,303,737151.9999999999,LinesCoupler_6,303,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,303,10453.850000000093,1261641.85,BuySell,303,,,BuySell,15,,,DataTrades,303,,
304,000012.XSHE,304,2019-04-03 23:59:59.999989,163.77,166.35,162.35,166.35,675724.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,304,737152.9999999999,LinesCoupler_6,304,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,304,10453.850000000093,1274713.85,BuySell,304,,,BuySell,15,,,DataTrades,304,,
305,000012.XSHE,305,2019-04-04 23:59:59.999989,166.35,168.06,163.49,166.06,773776.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,305,737153.9999999999,LinesCoupler_6,305,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,305,10453.850000000093,1272509.85,BuySell,305,,,BuySell,15,,,DataTrades,305,,
306,000012.XSHE,306,2019-04-08 23:59:59.999989,166.63,168.92,162.35,164.63,855050.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,306,737157.9999999999,LinesCoupler_6,306,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,306,10453.850000000093,1261641.85,BuySell,306,,,BuySell,15,,,DataTrades,306,,
307,000012.XSHE,307,2019-04-09 23:59:59.999989,164.92,165.2,161.49,163.77,588583.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,307,737158.9999999999,LinesCoupler_6,307,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,307,10453.850000000093,1255105.85,BuySell,307,,,BuySell,15,,,DataTrades,307,,
308,000012.XSHE,308,2019-04-10 23:59:59.999989,163.2,164.35,159.77,160.92,658038.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,308,737159.9999999999,LinesCoupler_6,308,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,308,10453.850000000093,1233445.85,BuySell,308,,,BuySell,15,,,DataTrades,308,,
309,000012.XSHE,309,2019-04-11 23:59:59.999989,161.77,164.06,158.92,159.49,612787.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,309,737160.9999999999,LinesCoupler_6,309,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,309,10453.850000000093,1222577.85,BuySell,309,,,BuySell,15,,,DataTrades,309,,
310,000012.XSHE,310,2019-04-12 23:59:59.999989,160.06,160.63,157.2,158.92,447216.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,310,737161.9999999999,LinesCoupler_6,310,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,310,1211500.85,1211500.85,BuySell,310,,163.03945,BuySell,15,,,DataTrades,310,25859.000000000025,
311,000012.XSHE,311,2019-04-15 23:59:59.999989,160.63,162.35,157.77,157.77,410438.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,311,737164.9999999999,LinesCoupler_6,311,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,311,1211500.85,1211500.85,BuySell,311,,,BuySell,15,,,DataTrades,311,,
312,000012.XSHE,312,2019-04-16 23:59:59.999989,157.77,161.2,154.91,160.92,486796.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,312,737165.9999999999,LinesCoupler_6,312,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,312,1211500.85,1211500.85,BuySell,312,,,BuySell,15,,,DataTrades,312,,
313,000012.XSHE,313,2019-04-17 23:59:59.999989,160.06,162.35,159.2,161.2,553728.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,313,737166.9999999999,LinesCoupler_6,313,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,313,1211500.85,1211500.85,BuySell,313,,,BuySell,15,,,DataTrades,313,,
314,000012.XSHE,314,2019-04-18 23:59:59.999989,160.35,160.35,156.06,156.63,501496.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,314,737167.9999999999,LinesCoupler_6,314,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,314,1211500.85,1211500.85,BuySell,314,,,BuySell,15,,,DataTrades,314,,
315,000012.XSHE,315,2019-04-19 23:59:59.999989,156.63,158.06,153.2,156.34,579580.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,315,737168.9999999999,LinesCoupler_6,315,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,315,1211500.85,1211500.85,BuySell,315,,,BuySell,15,,,DataTrades,315,,
316,000012.XSHE,316,2019-04-22 23:59:59.999989,156.63,157.77,154.06,155.2,467690.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,316,737171.9999999999,LinesCoupler_6,316,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,316,1211500.85,1211500.85,BuySell,316,,,BuySell,15,,,DataTrades,316,,
317,000012.XSHE,317,2019-04-23 23:59:59.999989,154.06,155.2,150.06,150.63,547090.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,317,737172.9999999999,LinesCoupler_6,317,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,317,1211500.85,1211500.85,BuySell,317,,,BuySell,15,,,DataTrades,317,,
318,000012.XSHE,318,2019-04-24 23:59:59.999989,150.91,154.06,148.91,152.91,448849.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,318,737173.9999999999,LinesCoupler_6,318,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,318,1211500.85,1211500.85,BuySell,318,,,BuySell,15,,,DataTrades,318,,
319,000012.XSHE,319,2019-04-25 23:59:59.999989,152.34,152.91,146.05,146.63,544378.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,319,737174.9999999999,LinesCoupler_6,319,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,319,1211500.85,1211500.85,BuySell,319,,,BuySell,15,,,DataTrades,319,,
320,000012.XSHE,320,2019-04-26 23:59:59.999989,146.63,147.2,141.77,142.05,591754.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,320,737175.9999999999,LinesCoupler_6,320,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,320,1211500.85,1211500.85,BuySell,320,,,BuySell,15,,,DataTrades,320,,
321,000012.XSHE,321,2019-04-29 23:59:59.999989,142.34,143.2,135.48,135.76,556111.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,321,737178.9999999999,LinesCoupler_6,321,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,321,1211500.85,1211500.85,BuySell,321,,,BuySell,15,,,DataTrades,321,,
322,000012.XSHE,322,2019-04-30 23:59:59.999989,136.91,141.2,136.34,140.05,414197.0,0.0,,15,2019-03-29 23:59:59.999989,141.77,179.78,139.19,158.34,25074543.0,0.0,PivotMultiTF,322,737179.9999999999,LinesCoupler_6,322,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,322,1211500.85,1211500.85,BuySell,322,,,BuySell,15,,,DataTrades,322,,
323,000012.XSHE,323,2019-05-06 23:59:59.999989,138.62,138.62,129.19,132.05,678168.0,0.0,,16,2019-04-30 23:59:59.999989,159.2,169.21,135.48,140.05,12726291.0,0.0,PivotMultiTF,323,737185.9999999999,LinesCoupler_6,323,159.10333333333335,138.4266666666667,118.51333333333335,179.0166666666667,199.69333333333336,Broker,323,1211500.85,1211500.85,BuySell,323,,,BuySell,16,,,DataTrades,323,,
324,000012.XSHE,324,2019-05-07 23:59:59.999989,132.62,134.05,131.48,133.48,384586.0,0.0,,16,2019-04-30 23:59:59.999989,159.2,169.21,135.48,140.05,12726291.0,0.0,PivotMultiTF,324,737186.9999999999,LinesCoupler_6,324,148.24666666666667,127.28333333333333,114.51666666666665,161.01333333333335,181.9766666666667,Broker,324,1211500.85,1211500.85,BuySell,324,,,BuySell,16,,,DataTrades,324,,
325,000012.XSHE,325,2019-05-08 23:59:59.999989,131.76,135.19,130.33,132.62,306894.0,0.0,,16,2019-04-30 23:59:59.999989,159.2,169.21,135.48,140.05,12726291.0,0.0,PivotMultiTF,325,737187.9999999999,LinesCoupler_6,325,148.24666666666667,127.28333333333333,114.51666666666665,161.01333333333335,181.9766666666667,Broker,325,1211500.85,1211500.85,BuySell,325,,,BuySell,16,,,DataTrades,325,,
326,000012.XSHE,326,2019-05-09 23:59:59.999989,130.62,133.19,130.33,131.48,306132.0,0.0,,16,2019-04-30 23:59:59.999989,159.2,169.21,135.48,140.05,12726291.0,0.0,PivotMultiTF,326,737188.9999999999,LinesCoupler_6,326,148.24666666666667,127.28333333333333,114.51666666666665,161.01333333333335,181.9766666666667,Broker,326,1211500.85,1211500.85,BuySell,326,,,BuySell,16,,,DataTrades,326,,
327,000012.XSHE,327,2019-05-10 23:59:59.999989,132.05,135.48,130.33,134.62,373321.0,0.0,,16,2019-04-30 23:59:59.999989,159.2,169.21,135.48,140.05,12726291.0,0.0,PivotMultiTF,327,737189.9999999999,LinesCoupler_6,327,148.24666666666667,127.28333333333333,114.51666666666665,161.01333333333335,181.9766666666667,Broker,327,1211500.85,1211500.85,BuySell,327,,,BuySell,16,,,DataTrades,327,,
328,000012.XSHE,328,2019-05-13 23:59:59.999989,134.34,134.34,132.33,133.48,252439.0,0.0,,16,2019-04-30 23:59:59.999989,159.2,169.21,135.48,140.05,12726291.0,0.0,PivotMultiTF,328,737192.9999999999,LinesCoupler_6,328,148.24666666666667,127.28333333333333,114.51666666666665,161.01333333333335,181.9766666666667,Broker,328,1211500.85,1211500.85,BuySell,328,,,BuySell,16,,,DataTrades,328,,
329,000012.XSHE,329,2019-05-14 23:59:59.999989,132.05,133.19,131.48,131.48,241796.0,0.0,,16,2019-04-30 23:59:59.999989,159.2,169.21,135.48,140.05,12726291.0,0.0,PivotMultiTF,329,737193.9999999999,LinesCoupler_6,329,148.24666666666667,127.28333333333333,114.51666666666665,161.01333333333335,181.9766666666667,Broker,329,1211500.85,1211500.85,BuySell,329,,,BuySell,16,,,DataTrades,329,,
330,000012.XSHE,330,2019-05-15 23:59:59.999989,132.33,134.34,132.33,133.48,248434.0,0.0,,16,2019-04-30 23:59:59.999989,159.2,169.21,135.48,140.05,12726291.0,0.0,PivotMultiTF,330,737194.9999999999,LinesCoupler_6,330,148.24666666666667,127.28333333333333,114.51666666666665,161.01333333333335,181.9766666666667,Broker,330,1211500.85,1211500.85,BuySell,330,,,BuySell,16,,,DataTrades,330,,
331,000012.XSHE,331,2019-05-16 23:59:59.999989,134.05,137.19,133.48,137.19,432249.0,0.0,,16,2019-04-30 23:59:59.999989,159.2,169.21,135.48,140.05,12726291.0,0.0,PivotMultiTF,331,737195.9999999999,LinesCoupler_6,331,148.24666666666667,127.28333333333333,114.51666666666665,161.01333333333335,181.9766666666667,Broker,331,1211500.85,1211500.85,BuySell,331,,,BuySell,16,,,DataTrades,331,,
